query_sequence	go_id	go_term	category
MSTRG.12663.1	GO:0004620	phospholipase activity	molecular_function
MSTRG.12663.1	GO:0004806	triglyceride lipase activity	molecular_function
MSTRG.12663.1	GO:0005509	calcium ion binding	molecular_function
MSTRG.12663.1	GO:0005576	extracellular region	cellular_component
MSTRG.12663.1	GO:0008970	phospholipase A1 activity	molecular_function
MSTRG.12663.1	GO:0016042	lipid catabolic process	biological_process
MSTRG.12663.1	GO:0019433	triglyceride catabolic process	biological_process
MSTRG.12663.1	GO:0034638	phosphatidylcholine catabolic process	biological_process
MSTRG.12663.1	GO:0052739	phosphatidylserine 1-acylhydrolase activity	molecular_function
MSTRG.12663.1	GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	molecular_function
MSTRG.3948.1	GO:0015035	protein-disulfide reductase activity	molecular_function
MSTRG.7941.1	GO:0005524	ATP binding	molecular_function
MSTRG.7941.1	GO:0005525	GTP binding	molecular_function
MSTRG.7941.1	GO:0005737	cytoplasm	cellular_component
MSTRG.7941.1	GO:0016887	ATP hydrolysis activity	molecular_function
MSTRG.7941.1	GO:0043023	ribosomal large subunit binding	molecular_function
MSTRG.7941.1	GO:0046872	metal ion binding	molecular_function
MSTRG.260.2	GO:0005886	plasma membrane	cellular_component
MSTRG.260.2	GO:0015173	aromatic amino acid transmembrane transporter activity	molecular_function
MSTRG.260.2	GO:0015293	symporter activity	molecular_function
MSTRG.4964.1	GO:0050661	NADP binding	molecular_function
MSTRG.4964.1	GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	molecular_function
MSTRG.4964.1	GO:0051287	NAD binding	molecular_function
MSTRG.4964.1	GO:0071949	FAD binding	molecular_function
MSTRG.5854.1	GO:0000049	tRNA binding	molecular_function
MSTRG.5854.1	GO:0010181	FMN binding	molecular_function
MSTRG.5854.1	GO:0050660	flavin adenine dinucleotide binding	molecular_function
MSTRG.5854.1	GO:0102264	tRNA-dihydrouridine20 synthase activity	molecular_function
MSTRG.1108.1	GO:0000049	tRNA binding	molecular_function
MSTRG.1108.1	GO:0002938	tRNA guanine ribose methylation	biological_process
MSTRG.1108.1	GO:0009020	tRNA (guanosine-2'-O-)-methyltransferase activity	molecular_function
MSTRG.1108.1	GO:0052665	tRNA (uracil-2'-O-)-methyltransferase activity	molecular_function
MSTRG.10184.1	GO:0000027	ribosomal large subunit assembly	biological_process
MSTRG.10184.1	GO:0000049	tRNA binding	molecular_function
MSTRG.10184.1	GO:0003924	GTPase activity	molecular_function
MSTRG.10184.1	GO:0005525	GTP binding	molecular_function
MSTRG.10184.1	GO:0005829	cytosol	cellular_component
MSTRG.10184.1	GO:0019843	rRNA binding	molecular_function
MSTRG.10184.1	GO:0043022	ribosome binding	molecular_function
MSTRG.10184.1	GO:1990904	ribonucleoprotein complex	cellular_component
MSTRG.11441.1	GO:0005525	GTP binding	molecular_function
MSTRG.11441.1	GO:0042254	ribosome biogenesis	biological_process
MSTRG.15926.1	GO:0000302	response to reactive oxygen species	biological_process
MSTRG.15926.1	GO:0000303	response to superoxide	biological_process
MSTRG.15926.1	GO:0000305	response to oxygen radical	biological_process
MSTRG.15926.1	GO:0003674	molecular_function	molecular_function
MSTRG.15926.1	GO:0003824	catalytic activity	molecular_function
MSTRG.15926.1	GO:0004784	superoxide dismutase activity	molecular_function
MSTRG.15926.1	GO:0005575	cellular_component	cellular_component
MSTRG.15926.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.15926.1	GO:0005623	obsolete cell	cellular_component
MSTRG.15926.1	GO:0005737	cytoplasm	cellular_component
MSTRG.15926.1	GO:0006801	superoxide metabolic process	biological_process
MSTRG.15926.1	GO:0006950	response to stress	biological_process
MSTRG.15926.1	GO:0006979	response to oxidative stress	biological_process
MSTRG.15926.1	GO:0008150	biological_process	biological_process
MSTRG.15926.1	GO:0008152	metabolic process	biological_process
MSTRG.15926.1	GO:0009295	nucleoid	cellular_component
MSTRG.15926.1	GO:0009314	response to radiation	biological_process
MSTRG.15926.1	GO:0009411	response to UV	biological_process
MSTRG.15926.1	GO:0009416	response to light stimulus	biological_process
MSTRG.15926.1	GO:0009507	chloroplast	cellular_component
MSTRG.15926.1	GO:0009532	plastid stroma	cellular_component
MSTRG.15926.1	GO:0009536	plastid	cellular_component
MSTRG.15926.1	GO:0009570	chloroplast stroma	cellular_component
MSTRG.15926.1	GO:0009579	thylakoid	cellular_component
MSTRG.15926.1	GO:0009628	response to abiotic stimulus	biological_process
MSTRG.15926.1	GO:0009636	response to toxic substance	biological_process
MSTRG.15926.1	GO:0009987	cellular process	biological_process
MSTRG.15926.1	GO:0010035	response to inorganic substance	biological_process
MSTRG.15926.1	GO:0016209	antioxidant activity	molecular_function
MSTRG.15926.1	GO:0016491	oxidoreductase activity	molecular_function
MSTRG.15926.1	GO:0016721	oxidoreductase activity, acting on superoxide radicals as acceptor	molecular_function
MSTRG.15926.1	GO:0019430	removal of superoxide radicals	biological_process
MSTRG.15926.1	GO:0033554	cellular response to stress	biological_process
MSTRG.15926.1	GO:0034599	cellular response to oxidative stress	biological_process
MSTRG.15926.1	GO:0034614	cellular response to reactive oxygen species	biological_process
MSTRG.15926.1	GO:0042221	response to chemical	biological_process
MSTRG.15926.1	GO:0042644	chloroplast nucleoid	cellular_component
MSTRG.15926.1	GO:0042646	plastid nucleoid	cellular_component
MSTRG.15926.1	GO:0043226	organelle	cellular_component
MSTRG.15926.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.15926.1	GO:0043228	non-membrane-bounded organelle	cellular_component
MSTRG.15926.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.15926.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.15926.1	GO:0043232	intracellular non-membrane-bounded organelle	cellular_component
MSTRG.15926.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.15926.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.15926.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.15926.1	GO:0044434	obsolete chloroplast part	cellular_component
MSTRG.15926.1	GO:0044435	obsolete plastid part	cellular_component
MSTRG.15926.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.15926.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.15926.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.15926.1	GO:0046872	metal ion binding	molecular_function
MSTRG.15926.1	GO:0050896	response to stimulus	biological_process
MSTRG.15926.1	GO:0051716	cellular response to stimulus	biological_process
MSTRG.15926.1	GO:0055114	obsolete oxidation-reduction process	biological_process
MSTRG.15926.1	GO:0070887	cellular response to chemical stimulus	biological_process
MSTRG.15926.1	GO:0071450	cellular response to oxygen radical	biological_process
MSTRG.15926.1	GO:0071451	cellular response to superoxide	biological_process
MSTRG.15926.1	GO:0072593	reactive oxygen species metabolic process	biological_process
MSTRG.15926.1	GO:0097237	cellular response to toxic substance	biological_process
MSTRG.15926.1	GO:0098754	detoxification	biological_process
MSTRG.15926.1	GO:0098869	cellular oxidant detoxification	biological_process
MSTRG.15926.1	GO:1901700	response to oxygen-containing compound	biological_process
MSTRG.15926.1	GO:1901701	cellular response to oxygen-containing compound	biological_process
MSTRG.15926.1	GO:1990748	cellular detoxification	biological_process
MSTRG.260.3	GO:0005886	plasma membrane	cellular_component
MSTRG.260.3	GO:0015173	aromatic amino acid transmembrane transporter activity	molecular_function
MSTRG.260.3	GO:0015293	symporter activity	molecular_function
MSTRG.11745.1	GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function
MSTRG.11745.1	GO:0005829	cytosol	cellular_component
MSTRG.11745.1	GO:0006189	'de novo' IMP biosynthetic process	biological_process
MSTRG.11745.1	GO:0044208	'de novo' AMP biosynthetic process	biological_process
MSTRG.11745.1	GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity	molecular_function
MSTRG.15038.1	GO:0000287	magnesium ion binding	molecular_function
MSTRG.15038.1	GO:0005737	cytoplasm	cellular_component
MSTRG.15038.1	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function
MSTRG.15038.1	GO:0046677	response to antibiotic	biological_process
MSTRG.608.1	GO:0000725	recombinational repair	biological_process
MSTRG.608.1	GO:0003684	damaged DNA binding	molecular_function
MSTRG.608.1	GO:0005524	ATP binding	molecular_function
MSTRG.608.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.608.1	GO:0046872	metal ion binding	molecular_function
MSTRG.608.1	GO:0140664	ATP-dependent DNA damage sensor activity	molecular_function
MSTRG.7797.1	GO:0005507	copper ion binding	molecular_function
MSTRG.7797.1	GO:0009308	amine metabolic process	biological_process
MSTRG.7797.1	GO:0048038	quinone binding	molecular_function
MSTRG.7797.1	GO:0052593	tryptamine:oxygen oxidoreductase (deaminating) activity	molecular_function
MSTRG.7797.1	GO:0052594	aminoacetone:oxygen oxidoreductase(deaminating) activity	molecular_function
MSTRG.7797.1	GO:0052596	phenethylamine:oxygen oxidoreductase (deaminating) activity	molecular_function
MSTRG.489.1	GO:0000943	retrotransposon nucleocapsid	cellular_component
MSTRG.489.1	GO:0003674	molecular_function	molecular_function
MSTRG.489.1	GO:0003676	nucleic acid binding	molecular_function
MSTRG.489.1	GO:0003723	RNA binding	molecular_function
MSTRG.489.1	GO:0003824	catalytic activity	molecular_function
MSTRG.489.1	GO:0003887	DNA-directed DNA polymerase activity	molecular_function
MSTRG.489.1	GO:0003964	RNA-directed DNA polymerase activity	molecular_function
MSTRG.489.1	GO:0003989	acetyl-CoA carboxylase activity	molecular_function
MSTRG.489.1	GO:0004518	nuclease activity	molecular_function
MSTRG.489.1	GO:0004540	RNA nuclease activity	molecular_function
MSTRG.489.1	GO:0005488	binding	molecular_function
MSTRG.489.1	GO:0005575	cellular_component	cellular_component
MSTRG.489.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.489.1	GO:0005623	obsolete cell	cellular_component
MSTRG.489.1	GO:0005634	nucleus	cellular_component
MSTRG.489.1	GO:0006139	nucleobase-containing compound metabolic process	biological_process
MSTRG.489.1	GO:0006259	DNA metabolic process	biological_process
MSTRG.489.1	GO:0006278	RNA-templated DNA biosynthetic process	biological_process
MSTRG.489.1	GO:0006508	proteolysis	biological_process
MSTRG.489.1	GO:0006633	fatty acid biosynthetic process	biological_process
MSTRG.489.1	GO:0006725	cellular aromatic compound metabolic process	biological_process
MSTRG.489.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.489.1	GO:0008150	biological_process	biological_process
MSTRG.489.1	GO:0008152	metabolic process	biological_process
MSTRG.489.1	GO:0008233	peptidase activity	molecular_function
MSTRG.489.1	GO:0009058	biosynthetic process	biological_process
MSTRG.489.1	GO:0009059	macromolecule biosynthetic process	biological_process
MSTRG.489.1	GO:0009317	acetyl-CoA carboxylase complex	cellular_component
MSTRG.489.1	GO:0009987	cellular process	biological_process
MSTRG.489.1	GO:0016070	RNA metabolic process	biological_process
MSTRG.489.1	GO:0016740	transferase activity	molecular_function
MSTRG.489.1	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function
MSTRG.489.1	GO:0016779	nucleotidyltransferase activity	molecular_function
MSTRG.489.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.489.1	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function
MSTRG.489.1	GO:0018130	heterocycle biosynthetic process	biological_process
MSTRG.489.1	GO:0019438	aromatic compound biosynthetic process	biological_process
MSTRG.489.1	GO:0019538	protein metabolic process	biological_process
MSTRG.489.1	GO:0032196	transposition	biological_process
MSTRG.489.1	GO:0032197	retrotransposition	biological_process
MSTRG.489.1	GO:0034061	DNA polymerase activity	molecular_function
MSTRG.489.1	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.489.1	GO:0034645	obsolete cellular macromolecule biosynthetic process	biological_process
MSTRG.489.1	GO:0034654	nucleobase-containing compound biosynthetic process	biological_process
MSTRG.489.1	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.489.1	GO:0043226	organelle	cellular_component
MSTRG.489.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.489.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.489.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.489.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.489.1	GO:0044238	primary metabolic process	biological_process
MSTRG.489.1	GO:0044249	cellular biosynthetic process	biological_process
MSTRG.489.1	GO:0044260	obsolete cellular macromolecule metabolic process	biological_process
MSTRG.489.1	GO:0044271	cellular nitrogen compound biosynthetic process	biological_process
MSTRG.489.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.489.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.489.1	GO:0044428	obsolete nuclear part	cellular_component
MSTRG.489.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.489.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.489.1	GO:0046483	heterocycle metabolic process	biological_process
MSTRG.489.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.489.1	GO:0071897	DNA biosynthetic process	biological_process
MSTRG.489.1	GO:0090304	nucleic acid metabolic process	biological_process
MSTRG.489.1	GO:0090305	nucleic acid phosphodiester bond hydrolysis	biological_process
MSTRG.489.1	GO:0090501	obsolete RNA phosphodiester bond hydrolysis	biological_process
MSTRG.489.1	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.489.1	GO:0140096	catalytic activity, acting on a protein	molecular_function
MSTRG.489.1	GO:0140097	catalytic activity, acting on DNA	molecular_function
MSTRG.489.1	GO:0140098	catalytic activity, acting on RNA	molecular_function
MSTRG.489.1	GO:1901360	organic cyclic compound metabolic process	biological_process
MSTRG.489.1	GO:1901362	organic cyclic compound biosynthetic process	biological_process
MSTRG.489.1	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.489.1	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.489.1	GO:1901576	organic substance biosynthetic process	biological_process
MSTRG.260.1	GO:0005886	plasma membrane	cellular_component
MSTRG.260.1	GO:0015173	aromatic amino acid transmembrane transporter activity	molecular_function
MSTRG.260.1	GO:0015293	symporter activity	molecular_function
MSTRG.5158.1	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.5158.1	GO:0006412	translation	biological_process
MSTRG.5158.1	GO:0015934	large ribosomal subunit	cellular_component
